MIKE PENCE FOR INDIANA,Former deputy campaign manager,MARC LOTTER,https://www.documentcloud.org/documents/3535104-Lotter-Marc.html
NATIONAL FEDERATION OF INDEPENDENT BUSINESS,Former advisory council board member,GREG KATSAS,https://www.documentcloud.org/documents/3534034-Katsas-Gregory.html
NATIONAL RIFLE ASSOCIATION,Consultant,KELLYANNE CONWAY,https://www.documentcloud.org/documents/3534450-Conway-Kellyanne.html
NATIONAL RIFLE ASSOCIATION,Provided legal services for,SEAN CAIRNCROSS,https://www.documentcloud.org/documents/3533941-Cairncross-Sean.html
NOELLE NIKPOUR FOR CONGRESS,Provided legal services for,ANNIE DONALDSON,https://www.documentcloud.org/documents/3534049-Donaldson-Ann.html
NOELLE NIKPOUR FOR CONGRESS,Official campaign committee,NOELLE NIKPOUR,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00582684&tabIndex=3
NORTH ASTOR STREET CONDO,Former treasurer,JEREMY KATZ,https://www.documentcloud.org/documents/3534036-Katz-Jeremy.html
PARKER TIDE CORP.,Founder and president,ANTHONY W. PARKER,http://parkertide.com/about/meet-our-team/
PENNSYLVANIA LEGAL AID,Member board of trustees,JAMES SCHULTZ,https://www.documentcloud.org/documents/3534346-Shultz-James.html
PHILDELPHIA FREEDOM VALLEY YMCA,Member board of directors,JAMES SCHULTZ,https://www.documentcloud.org/documents/3534346-Shultz-James.html
PRIME HEALTH SERVICES,Former board member,BORIS EPSHTEYN,https://www.documentcloud.org/documents/3534046-Epshteyn-Boris.html
RAND PAUL FOR PRESIDENT INC.,Official campaign committee,RAND PAUL,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do
RAND PAUL FOR PRESIDENT INC.,Former senior advisor,STEPHEN MUNISTERI,https://www.documentcloud.org/documents/3534157-Munisteri-Stephen-P.html
REALCADRE LLC,COO,JAY WILSON HAAS JR.,https://brokercheck.finra.org/firm/summary/172295
REALCADRE LLC,CEO,RYAN ADDISON WILLIAMS,https://brokercheck.finra.org/firm/summary/172295
RECLAIM NEW YORK,Consultant,KELLYANNE CONWAY,https://www.documentcloud.org/documents/3534450-Conway-Kellyanne.html
REPUBLICAN NATIONAL COMMITTEE,Former special assistant to the chairman,ALEXANDER ANGELSON,https://www.documentcloud.org/documents/3534231-Angelson-Alexander.html
REPUBLICAN NATIONAL COMMITTEE,Provided legal services for,ANNIE DONALDSON,https://www.documentcloud.org/documents/3534049-Donaldson-Ann.html
REPUBLICAN NATIONAL COMMITTEE,Treasurer,ANTHONY W. PARKER,https://www.gop.com/leaders/treasurer-tony-parker-nt
REPUBLICAN NATIONAL COMMITTEE,Former contractor,BETHANY SCULLY,https://www.documentcloud.org/documents/3534336-Scully-Bethany.html
REPUBLICAN NATIONAL COMMITTEE,Co-chair,BOB PADUCHIK,https://www.gop.com/leaders/co-chair-bob-paduchik
REPUBLICAN NATIONAL COMMITTEE,Nominee for president,DONALD J. TRUMP,General knowledge
REPUBLICAN NATIONAL COMMITTEE,Former director of Hispanic communications,HELEN FERRE,https://www.documentcloud.org/documents/3534068-Ferre-Helen.html
REPUBLICAN NATIONAL COMMITTEE,Deputy political director,JENNIFER KORN,https://www.documentcloud.org/documents/3534039-Korn-Jennifer.html
REPUBLICAN NATIONAL COMMITTEE,Former assistant to the chief of staff,MADELEINE WESTERHOUT,https://www.documentcloud.org/documents/3534343-Westerhout-Madeleine.html
REPUBLICAN NATIONAL COMMITTEE,Former director of operations,MALLORY HUNTER,https://www.documentcloud.org/documents/3534136-Hunter-Mallory.html
REPUBLICAN NATIONAL COMMITTEE,Former research director and deputy communications director,RAJ SHAH,https://www.documentcloud.org/documents/3534337-Shah-Raj.html
REPUBLICAN NATIONAL COMMITTEE,Chairwoman,RONNA MCDANIEL,https://www.gop.com/leaders/chairwoman-ronna-mcdaniel
REPUBLICAN NATIONAL COMMITTEE,Former COO,SEAN CAIRNCROSS,https://www.documentcloud.org/documents/3533941-Cairncross-Sean.html
REPUBLICAN NATIONAL COMMITTEE,Former senior advisor,STEPHEN MUNISTERI,https://www.documentcloud.org/documents/3534157-Munisteri-Stephen-P.html
REPUBLICAN PARTY OF TEXAS,Former chairman,STEPHEN MUNISTERI,https://www.documentcloud.org/documents/3534157-Munisteri-Stephen-P.html
RIGHT TO RISE PAC,Former advisor,HELEN FERRE,https://www.documentcloud.org/documents/3534068-Ferre-Helen.html
